Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
072-016-978-871-265,APPLYING CLASSICAL MANAGEMENT KEYNOTES OF ORGANISATIONAL BEHAVIOUR IN AGILE MANAGEMENT APPROACHES,2022-12-29,2022,journal article,Krasnoyarsk Science,27823261; 20707568,Science and Innovation Center,,Andrei V. Plotnikov; Sergei A. Elkin,"<jats:p>This paper analyzes the works of management classics such as Russell Ackoff, Nancy Adler, Frederick Herzberg, Chris Argyris, Bennis Warren, Lyndall Urwick, experts of Aston Group, and others. A common bond between them is organizational behavior and the fact that their work was written in the last century and that elements of their theories were the basis for the neoclassical management theories that predominate today.; Purpose. The aim is to identify commonalities with the iterative-incremental (agile) approach to development and management from classical management theories.; Methodology. The paper analyses classical management papers in organizational behavior and leadership theory to identify commonalities with the iterative-incremental approach to management. The two categories are considered holistically, as leadership can determine organizational behavior. The paper applies ontological and integrated approaches.; Results. The paper identifies standard features of classical theories and agile approaches to management. It indicates that classical approaches to management have formed the basis of agile approaches to management.; Practical implications. The results apply to social management and organizational psychology scholars. In addition, the results will help to scientists write textbooks and manuals on management theory and related disciplines. The study’s results contribute to developing the history of managerial thought.</jats:p>",11,4,52,66,Agile software development; Management science; Sociology; Management theory; Computer science; Knowledge management; Organizational behavior; Management; Epistemology; Process management; Engineering; Philosophy; Economics; Software engineering,,,,,http://kras-science.ru/jour/index.php/nk/article/download/133/66 https://doi.org/10.12731/2070-7568-2022-11-4-52-66,http://dx.doi.org/10.12731/2070-7568-2022-11-4-52-66,,10.12731/2070-7568-2022-11-4-52-66,,,0,,0,true,cc-by-nc-nd,gold
072-551-643-049-91X,ROMANTIC RELATIONS AND MARRIAGE IN SOCIAL REPRESENTATIONS OF MILLENNIALS AND BABY-BOOMERS,,2019,journal article,Bulletin of the Moscow State Regional University (Psychology),23107235,Federal State University of Education,,Емельянова Татьяна Петровна; Шмидт Дарья Александровна,"Аннотация. Исследование проведено на выборке в 349 человек миллениалов (поколение «Y») и бэби-бумеров. Основными методами были авторский опросник социальных представлений о близких отношениях и браке, опросник «Ролевые ожидания и притязания в браке» А. Н. Волковой, опросник отношения к зарегистрированному браку, блок социально-демографических характеристик. Результаты позволяют говорить об отсутствии существенных различий в нравственной составляющей представлений двух поколенческих когорт. Своеобразие позиций миллениалов заключается в более жёсткой зависимости желания вступить в брак от своего материального положения, более слабой ориентации на деторождение и воспитание детей, в выраженном стремлении к профессиональным достижениям (у девушек) и большей раскованности в сексуальной жизни. Намечены перспективы дальнейших исследований. Ключевые слова: социальные представления, поколения, миллениалы, бэби-бумеры, брачный партнёр.",,1,29,43,Gender studies; Psychology; Baby boomers,social representations; generations; Millennials; Baby boomers; marriage partner,,,,https://doaj.org/article/d9bf12ff1a5e4604aa25594d5fd18ec8,http://dx.doi.org/10.18384/2310-7235-2019-1-29-43,,10.18384/2310-7235-2019-1-29-43,2923890744,,0,080-504-676-685-232; 152-186-631-679-17X,6,true,cc-by,gold
072-682-038-352-320,The problem of generation in a foster family as a special small social group,,2019,journal article,Social Psychology and Society,22211527; 23117052,Moscow State University of Psychology and Education,,A.V. Makhnach,"<jats:p>The peculiarities of changes in the structure of a foster family after the child adoption, related to the restructuring of borders, rules, norms that exist in the family before adoption are discussed. The structural features of a foster family are described, which make it possible to analyze the characteristics of the family that are important for its resilience. Taking into account the generation factor, the characteristics of the family system in the dyad grandmother (grandfather) — grandson (granddaughter) and the specifics of the developmental stages of a foster family are analyzed. Intergenerational inverted structure can be quite hard, as it seems to all family members. It justifies the assumption that the intergenerational coalition can manifest itself in the gradual forming of the child’s relationship with foster parents and the latent / open conflict between the child and the foster grandmother / grandfather. The possibility of a hidden coalition between the foster mother and the child and pushing the foster father out of this coalition is shown. It is concluded that the study of family composition on the basis of kinship intergenerational relations between foster parents and foster children is not given enough attention, the topic remains poorly investigated, despite its relevance.</jats:p>",10,2,146,156,Sociology; Social group; Social psychology,,,,Ministry of Education and Science of the Russian Federation,https://psyjournals.ru/social_psy/2019/n2/Makhnach.shtml https://psyjournals.ru/files/106976/sps_2019_n2_Makhnach.pdf,http://dx.doi.org/10.17759/sps.2019100211,,10.17759/sps.2019100211,2953781909,,0,061-250-302-874-921,1,true,cc-by-nc,gold
074-785-339-591-194,CONTEMPORARY VIEWS ON THE TERM ‘DISCOURSE’ IN PSYCHOLOGICAL STUDIES,,2018,journal article,RUDN Journal of Psychology and Pedagogics,23131683,Peoples' Friendship University of Russia,,Taisiya A. Grebenshchikova; Гребенщикова Таисия Александровна; Irina A Zachiosova; Зачесова Ирина Анатольевна; Natalya D. Pavlova; Павлова Наталия Дмитриевна,"Various branches of science that study homo loquens, а talking man, have made an important contribution to the development of the term ‘discourse’. It is obvious that most definitions have much in common. Firstly, discourse is realized in speech; secondly, it is formed in a wide communicative context as a result of interpersonal communication and interactions between people and society; and finally, discourse has significant impact on social and personal representations and can establish group norms. The paper discusses different approaches to discourse studies, including speech act theory, conversational analysis, discourse analysis, social and cognitive psychology. Special attention is paid to Intent-analysis which considers the basis of discourse as a hierarchy of its speech intentions and their different psychological determinants. These include interpersonal relationships, personality traits, social statuses, roles and the problems speakers solve in the communication process. Several terms related to discourse are given: discoursive practice, discoursive thinking, discoursive abilities etc. The urgent issues of discourse research such as the typology of discourses, the psychological impact and interpersonal interaction mechanisms connected to the various fields of the current reality are presented.",15,3,239,254,Epistemology; Social status; Psychology; Interpersonal communication; Context (language use); Big Five personality traits; Hierarchy; Typology; Discourse analysis; Interpersonal relationship,,,,,http://journals.rudn.ru/psychology-pedagogics/article/view/19460 http://journals.rudn.ru/psychology-pedagogics/article/download/19460/16186,http://dx.doi.org/10.22363/2313-1683-2018-15-3-239-254,,10.22363/2313-1683-2018-15-3-239-254,2897276820,,0,,0,true,cc-by-nc,gold
075-562-843-065-474,Personal Spiritual-Moral Qualities and Empathy as Components of Higher Moral Capacities: Verification of the Relationship based on a Russian Sample,2020-12-15,2020,journal article,RUDN Journal of Psychology and Pedagogics,23131705; 23131683,Peoples' Friendship University of Russia,,Galina V. Ozhiganova,"For contemporary societies, psychological research on moral behaviour, moral manifestations and personality traits has acquired special relevance. In addition, the recent rise of positive psychology offers an important perspective on the study of spiritual-moral qualities (virtues), demonstrating the degree to which a person’s happiness in life relates to high spiritual-moral guidelines. Various aspects of personal spirituality, morality and empathy are actively being studied by international scientists; however, in Russian psychology, studies on this topic are scarce. Utilizing a Russian sample, such a study, including the context of higher moral capacities, was conducted for the first time. The theoretical part of this article addresses the issues related to the higher moral capacities, providing definitions and indicating difference between moral capacities and moral abilities: higher moral capacities appropriately belong to the category of spiritual capacities. As part of higher moral capacities, the following components are distinguished: spiritual-moral qualities as a manifestation of a spiritual altruistic orientation and empathy as a manifestation of moral feelings associated with decentration, empathic feeling and empathic care. The relationship between these components is analysed in the empirical part of the article. The purpose of the study was to examine the relationship between indicators of personal spiritual-moral qualities and empathy. The data for the study were collected and processed using The Spiritual Personality Inventory by A. Husain, M. Anas (adapted by G.V. Ozhiganova) and The Interpersonal Reactivity Index by M. Davis (adapted by N.A. Budagovskaya, S.V. Dubrovskaya and T.D. Karyagina). The empirical study involved 90 high school students (girls represented 56% of the sample). The results confirmed our hypothesis: a correlation analysis revealed a relationship between indicators of personal spiritual-moral qualities and empathy in three aspects: (1) cognitive (the ‘Decentration’ scale), (2) affective (the ‘Empathic Feeling’ scale) and (3) behavioural (the ‘Empathic Care’ scale). No relationship was found with the ‘Personal Distress’ scale reflecting non-spiritual, egocentric tendencies. These findings allow us to consider spiritual-moral qualities (related to a spiritual altruistic orientation) and empathy (disclosed as ‘decentration’, ‘empathic feeling’ and ‘empathic care’) as components of higher moral capacities.",17,4,637,655,Feeling; Positive psychology; Psychology; Morality; Interpersonal Reactivity Index; Happiness; Empathy; Big Five personality traits; Personal distress; Social psychology,,,,,http://journals.rudn.ru/psychology-pedagogics/article/download/25369/18963 https://doaj.org/article/6a795cb1d4a941f7b092592cc7e446ae http://journals.rudn.ru/psychology-pedagogics/article/view/25369,http://dx.doi.org/10.22363/2313-1683-2020-17-4-637-655,,10.22363/2313-1683-2020-17-4-637-655,3119634375,,0,,3,true,cc-by-nc,gold
077-545-494-389-099,"TEST QUESTIONNAIRE DEVELOPMENT ""SCALE FINANCIAL ANXIETY OF THE PERSONAL"" (BASED ON THE QUESTIONNAIRE OF R. LIKHI)",,2021,journal article,Институт психологии Российской академии наук. Социальная и экономическая психология,25420852,Institute of Psychology Russian Academy of Sciences,,T.V. Drobysheva; V.A. Sadov,,6,2,296,321,Test (biology); Psychology; Scale (ratio); Anxiety; Questionnaire; Applied psychology; Clinical psychology; Psychiatry; Sociology; Geography; Social science; Cartography; Paleontology; Biology,,,,,,http://dx.doi.org/10.38098/ipran.sep_2021_22_2_12,,10.38098/ipran.sep_2021_22_2_12,,,0,,2,true,,gold
079-236-985-896-339,Family Resilience from the Perspective of A.A. Bogdanov’ Organizational Theory,,2021,journal article,Social Psychology and Society,22211527; 23117052,Moscow State University of Psychology and Education,,A.V. Makhnach; A.I. Laktionova,"<jats:p>Objective. Analysis of the family resilience as its systemic characteristics from the standpoint of the organizational theory of A.A. Bogdanov. ; Background. The growing uncertainty of the existence of a person and a family makes such a quality as resilience in demand. The approach to the family as a system and practical work with it from the perspective of studying its resilience presupposes an emphasis not on the weakness and dysfunctionality of the family, but on those potential and real possibilities that are inherent in it. The family resilience as its systemic characteristic, depends on the balance of risk and protective factors, in the quality of which the family’s resources are considered. Family resourses are indicators of the family resilience. The resources of the nuclear family, contributing to the formation and maintenance of its resilience in wide temporal, social and cultural contexts, are gradually uniting individual resources. The process of forming the resource capacity of the family is not only their accumulation, but also the synthesis and grouping of the resources of the whole family as a system. ; Methodology. Organizational theory A.A. Bogdanov. ; Conclusions. Organizational theory A.A. Bogdanova, being a general scientific approach to the study of any system, makes it possible to analyze the family resilience as its systemic characteristics from the standpoint of the interaction of multidirectional activities mediated by differences in the understanding of family values, communication needs and organizational patterns. The joint coordinated activity of family members, leading to an increase in family resilience, is achieved with the help of certain resources.</jats:p>",12,2,41,55,Epistemology; Psychology; Perspective (graphical); Family resilience; Organizational theory,family resilience; A.A. Bogdanov's tectology; family as a system; family resources; risk factors; protective factors,,,Ministry of Education and Science of the Russian Federation,https://psyjournals.ru/social_psy/2021/n2/Makhnach_Laktionova.shtml https://psyjournals.ru/files/121264/sps_2021_n2_Makhnach_Laktionova.pdf,http://dx.doi.org/10.17759/sps.2021120203,,10.17759/sps.2021120203,3183094923,,0,013-557-022-715-286; 018-933-202-428-311; 027-937-847-104-298; 045-638-287-579-836; 046-511-599-791-287; 064-543-601-430-771; 089-404-439-459-513; 115-183-462-501-649; 121-067-105-649-900; 151-528-652-511-633; 172-526-259-709-881; 196-555-707-453-079,7,true,cc-by-nc,gold
079-601-667-966-656,"AUTHOR'S COOPERATION IN THE INFORMATION SPACE OF ""PSIHOLOGICHESKIJ ZHURNAL"": COMMUNITIES AND SCIENTIFIC TOPICS IN PROFESSIONAL COMMUNICATION",,2022,journal article,Институт психологии Российской академии наук. Социальная и экономическая психология,25420852,Institute of Psychology Russian Academy of Sciences,,A.N. Morgun; Yu.N. Oleinik; A.L. Zhuravlev,,7,3,6,66,Space (punctuation); Political science; Sociology; Computer science; Operating system,,,,,,http://dx.doi.org/10.38098/ipran.sep_2022_27_3_01,,10.38098/ipran.sep_2022_27_3_01,,,0,,0,true,,gold
079-808-985-988-875,The Success of Information Concealment During Polygraph Testing by Individuals of Different Mentality Types,,2021,journal article,Experimental Psychology (Russia),20727593; 23117036,Moscow State University of Psychology and Education,,A.V. Uchaev; Yuri I. Alexandrov,"<jats:p>The goal of this study was to identify the information concealment features during polygraph testing by persons with analytical and holistic types of mentality. Participants of the study (N = 23) were individuals who underwent personnel polygraph testing, which ensured environmental validity. The experiment was di- vided into three parts: a pre-test conversation to find out information about the events being checked; tests filling; polygraph testing (concealed information test in the option of the name and number hiding). The analysis revealed that if the subject is closer to the holistic pole of the analytical-holistic scale, there are less pronounced differences in the physiological parameters changings when answering relevant and irrelevant questions about numbers (p&lt;0.05). There was no such correlation in the test about the names. It was also shown that if the individual is closer to the analytical pole, there is the greater the subjective experience of a polygraph testing as stressful (p&lt;0.05). The data obtained allow us to raise the issue for further research aimed at clarifying the systematic organization of information concealment behavior by individuals of different mentality types.</jats:p>",14,2,156,169,Psychology; Polygraph; Applied psychology,systemic organization of behavior; mentality; analytic/holistic; polygraph; lie detection; electrodermal activity,,,Ministry of Education and Science of the Russian Federation,https://psyjournals.ru/exp/2021/n2/Uchaev_Alexandrov.shtml https://psyjournals.ru/files/121781/exppsy_2021_n2_Uchaev_Alexandrov.pdf,http://dx.doi.org/10.17759/exppsy.2021140211,,10.17759/exppsy.2021140211,3183539620,,0,015-397-509-072-537; 038-858-881-186-93X; 045-380-586-886-216; 068-297-911-350-86X; 074-172-997-323-982; 074-427-939-191-274; 078-281-074-168-353; 144-681-825-684-039; 151-095-721-727-809,2,true,cc-by-nc,gold
080-196-551-678-571,THE PATH TO INSIGHT: DEVELOPING METHODS TO INCREASE THE EFFECTIVENESS OF INSIGHTFUL SOLUTION DETECTION,2023-09-30,2023,journal article,Психология. Журнал Высшей школы экономики,18138918; 25419226,"National Research University, Higher School of Economics (HSE)",Russian Federation,Timofey V. Shumilov; Alexandra V. Chistopolskaya; Ilya Yu. Vladimirov,"<jats:p>This paper presents the results of a study on the effectiveness of instructional video as a tool for forming the most comprehensive concept of insightful solutions for a solver; test results of the new scales for evaluating insightful solutions; and finally, the ratio of objective criteria of insightful solutions measured against the formal structure of the problem. We hypothesized that watching an instructional video with a visual image of an insightful solution prior to solving a problem might increase the accuracy of insightful solution detection when compared to a textual definition of insight. We expected that the new scales for assessing insightfulness of a solution will be more accurate than the scales set up by the classic Danek’s questionnaire. Evidence from this study shows the effectiveness of the instructional video in forming a comprehensive concept of an insightful solution. A visual and complex image of an insightful solution with a display of its various criteria can improve the accuracy of an insightful solution detection. This study demonstrated that the assessment with the new scales is more consistent with the formal structure of the problem than the assessment made with the Danek’s questionnaire. The procedural-resultative and cognitive-affective measurements of the new scales more accurately provide differentiate insightful and non-insightful solutions. At the same time, we have found that the objective criteria of an insightfulness of the solution generally correlate with the formal structure of a problem.</jats:p>",20,3,473,489,Computer science; Solver; Set (abstract data type); Artificial intelligence; Programming language,,,,,https://cyberleninka.ru/article/n/the-path-to-insight-developing-methods-to-increase-the-effectiveness-of-insightful-solution-detection/pdf https://cyberleninka.ru/article/n/the-path-to-insight-developing-methods-to-increase-the-effectiveness-of-insightful-solution-detection,http://dx.doi.org/10.17323/1813-8918-2023-3-473-489,,10.17323/1813-8918-2023-3-473-489,,,0,,1,true,,gold
082-558-710-741-135,Слежение за движущимися объектами на видеозаписи в психологических исследованиях,,2019,journal article,Experimental Psychology (Russia),20727593; 23117036,Moscow State University of Psychology and Education,,A.V. Zhegallo,<jats:p>The article discusses the possibilities of using OpenCV and dlib libraries to track the position of specified objects on the video image and to track a set of landmark points of the human face. It is shown that these problems can be effectively solved with the help of compact programs in Python. The Python language is recommended to the attention of research psychologists as an instrument for analyzing video images and constructing complex experiments.</jats:p>,12,4,5,11,Computer science,object tracking; face detection; Python; OpenCV; dlib,,,Ministry of Education and Science of the Russian Federation,https://psyjournals.ru/files/110931/exppsy_2019_n4_Zhegallo.pdf https://psyjournals.ru/exp/2019/n4/Zhegallo.shtml http://psyjournals.ru/files/110931/exppsy_2019_n4_Zhegallo.pdf,http://dx.doi.org/10.17759/exppsy.2019120401,,10.17759/exppsy.2019120401,2995726028,,0,007-479-650-059-250; 053-587-031-314-968; 057-627-320-440-855; 097-178-467-907-210,0,true,cc-by-nc,gold
082-915-310-809-412,COGNITIVE AND EMOTIONAL FEATURES OF THE POPULATION'S ATTITUDE TO VACCINATION AGAINST CORONAVIRUS,,2022,journal article,Институт психологии Российской академии наук. Организационная психология и психология труда,25418688,Institute of Psychology Russian Academy of Sciences,,Anatoly L. Zhuravlev; Dzhul'etta A. Kitova,,7,3,122,142,Coronavirus; Cognition; Coronavirus disease 2019 (COVID-19); Vaccination; Population; Psychology; 2019-20 coronavirus outbreak; Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2); Cognitive psychology; Virology; Medicine; Environmental health; Neuroscience; Infectious disease (medical specialty); Outbreak; Disease; Pathology,,,,,,http://dx.doi.org/10.38098/ipran.opwp_2022_24_3_007,,10.38098/ipran.opwp_2022_24_3_007,,,0,,0,true,,gold
083-136-140-918-707,Парный эксперимент для выявления индикаторов правды и лжи с высокой экологической валидностью,,2019,journal article,Experimental Psychology (Russia),20727593; 23117036,Moscow State University of Psychology and Education,,A.V. Zhegallo; I.A. Basyul,"<jats:p>The aim of this work was to develop an experimental design to study the manifestations and methods of detectingthe indicators of reliability/unreliability of the reported information in the situation with high ecological validity. In this regard, the adaptation of the card game “I Believe, I do not believe”, which can be played by two players, and the maximum points can be obtained in situations where it is possible to outwit the opponent or reveal his cunning, was made. To ensure the possibility of further analysis of manifestations and methods of searching for indicators of reliability/unreliability of the reported information, the interaction of players is carried out by means of video communication, and the video streams themselves are recorded. Additionally, oculomotor activity of players is recorded for further analysis of strategies for searching for signs of truth/lies during the game. The software and hardware complex implementing this game is developed, performing synchronous recording of the game process, communication of players through the video communication system, as well as oculomotor activity of players. The results of pilot study conducted with the use of this complex are presented.</jats:p>",12,4,151,159,Psychology,nonverbal communication; oculomotor activity; nonverbal features of true and false messages; experiment with high ecological validity; experiment design,,,Russian Science Foundation,https://psyjournals.ru/exp/2019/n4/Zhegallo_Basyul.shtml https://psyjournals.ru/files/110992/exppsy_2019_n4_Zhegallo_Basyul.pdf,http://dx.doi.org/10.17759/exppsy.2019120412,,10.17759/exppsy.2019120412,2994907725,,0,000-949-012-201-813; 002-292-607-862-425; 015-413-746-320-271; 023-602-500-217-63X; 057-627-320-440-855; 073-670-165-845-791; 138-485-136-109-48X,0,true,cc-by-nc,gold
083-833-059-450-397,"Differences of the brain activity in individual, competitive and cooperative behavior between subjects with analytic and holistic cognitive styles",,2016,journal article,Experimental Psychology (Russia),20727593; 23117036,Moscow State University of Psychology and Education,,V. V. Apanovich; B.N. Bezdenezhnykh; V V Znakov; Mikko Sams; J Jaaskelainen; Y I Aleksandrov,"<jats:p>To investigate specific features of systemic organization of behavior in individuals with analytic and holistic cognitive styles we presented a simple decision-making task to pairs of subjects who performed the same task in several modes of social interaction (independent, competition, and cooperation). We assumed that the modes of social interaction would reveal differences in the behavioral and EEG characteristics, related to the cognitive styles. The behavior timing and brain potentials were recorded in 78 participants. The response latencies and parameters of P300 in this task were found to be more variable in the group of participants with holistic thinking compared to analytic. The interaction mode-related differences were also more evident in the group of holistic thinkers. These results are discussed within the system-evolutionary view of brain bases of behavior.; ; The study was supported by RFHR №14-26-18002; Academy of Finland, grant 273469. The study is performed within the research programme of one of the Leading Scientific Schools of Russian Federation “System Psychophysiology” (НШ-9808.2016.6).</jats:p>",9,2,5,22,Brain activity and meditation; Developmental psychology; Cognitive style; Psychology; Cognitive psychology; Cooperative behavior,analytic-holistic thinking; modes of social interaction; system organization of behavior,,,,https://psyjournals.ru/en/exp/2016/n2/apanovich.shtml,http://dx.doi.org/10.17759/exppsy.2016090202,,10.17759/exppsy.2016090202,2652751957; 2465472235,,0,005-407-359-736-687; 006-702-877-936-150; 007-102-322-299-829; 011-233-899-138-16X; 015-397-509-072-537; 020-312-741-828-592; 020-817-379-681-471; 023-304-794-556-18X; 024-012-022-220-768; 028-849-864-122-97X; 029-793-359-168-607; 030-251-053-174-835; 030-301-283-057-610; 030-515-144-789-364; 032-276-031-891-570; 034-710-383-560-726; 037-500-136-585-583; 038-858-881-186-93X; 058-170-427-776-286; 068-566-782-205-318; 069-622-412-079-457; 074-172-997-323-982; 074-427-939-191-274; 079-631-920-418-846; 106-868-656-523-227; 113-925-190-669-938; 122-907-400-016-562; 132-337-348-228-402,8,true,cc-by-nc,gold
084-137-914-390-784,Professional career as a phenomenon: open questions. Part 1,,2022,journal article,Организационная психология,23125942,"National Research University, Higher School of Economics (HSE)",,Vladimir Tolochek,"<jats:p>The first article discusses the history, scientific traditions, approaches to the study of professional career in foreign and domestic psychology. Several little-studied and debatable aspects of the problem are defined as open questions. Purpose. The purpose of the study: the study of professional career as a historically evolving phenomenon. Hypotheses: 1. In different conditions of the social environment (historical, geographical, economic, professional and technological, corporate culture of the organization, etc.), the professional career phenomenon manifests itself in different ways in its general, special and individual properties. 2. Representatives of different social groups perceive the professional career phenomenon in different ways. 3. In the subject’s professional picture of the world, professional career can take on different forms and meanings (depending on age, social experience, professional qualifications, etc.). Methods. A historical-theoretical analysis and a subject-categorical analysis were used. Findings. In conclusion of the first article, it is stated that the phenomenon of “professional career” is usually considered outside the aspects of its historical evolution; the few “classical” approaches that have previously developed are historically transitory, but act as prototypes for subsequent concepts; by the middle of the twentieth century. The interval of professional and official promotion of a person has expanded; to the beginning of the XXI century. The forms of professional activity and employment of people and the manifestation of the professional career phenomenon have expanded; social technologies for career management are being developed, aimedat helping representatives of different social groups; the possibility of different “starting positions” and career trajectories for different people is substantiated. The expansion of concepts describing the manifestations of the phenomenon requires critical analysis and methodological “audit”. Binarythinking remains an ideological and methodological barrier, dividing the phenomenon into oppositeparts, the study of a career within the framework of the paradigm of individual rather than joint activity; the role of negative circumstances, life and professional crises remains outside the subject field. It is believed that a constructive methodology will be an appeal to the “systemic triads” approach, suitablefor developing spatial, temporal, and other aspects of the problem; to the resource approach (the topics of “phase transitions”, active interaction of a person with the conditions of the social environment).</jats:p>",12,4,9,28,Phenomenon; Promotion (chess); Subject (documents); Social phenomenon; Professional studies; Sociology; Public relations; Psychology; Professional development; Pedagogy; Political science; Social science; Epistemology; Law; Politics; Philosophy; Library science; Computer science,,,,,https://orgpsyjournal.hse.ru/data/2023/01/05/2040041278/OrgPsy_2022_4(1)_Tolochek(09-28).pdf https://doi.org/10.17323/2312-5942-2022-12-4-9-28,http://dx.doi.org/10.17323/2312-5942-2022-12-4-9-28,,10.17323/2312-5942-2022-12-4-9-28,,,0,,3,true,,gold
084-139-572-180-988,MORAL AND LEGAL CONSCIOUSNESS OF FRIEDRICH-JOSEPH HAASS. PART 1. THE FIRST HALF OF THE PROFESSIONAL PATH AND SOCIAL SERVICE,,2022,journal article,Институт психологии Российской академии наук. Организационная психология и психология труда,25418688,Institute of Psychology Russian Academy of Sciences,,Natal'ja V. Borisova,,7,4,4,25,Consciousness; Path (computing); Service (business); Legal consciousness; Sociology; Law; Political science; Philosophy; Psychology; Epistemology; Business; Computer science; Marketing; Programming language,,,,,,http://dx.doi.org/10.38098/ipran.opwp_2022_25_4_001,,10.38098/ipran.opwp_2022_25_4_001,,,0,,1,true,,gold
084-430-232-151-199,Dependence of the Oppel-Kundt illusion on configuration of the components,,2016,journal article,Experimental Psychology (Russia),20727593; 23117036,Moscow State University of Psychology and Education,,V. M. Bondarko; D. V. Bondarko; V. N. Chikhman,"<jats:p>We studied a size estimation of spatial intervals, which were limited by two straight or curved lines. Intervals widths varied from 2.56 to 3.12 deg. Additional lines could be within intervals. The task of the observers was to estimate the separation between the distant lines. Three experiments were carried out. In the first experiment, several additional lines divided spatial intervals into equal parts. Thus, we investigated the Oppel-Kundt illusion. We founded the invariant dependence of the illusion on number of lines with respect to the interval size. In the second experiment, only two additional lines were arranged inside the interval on different distances. Maximal illusion was obtained for the equal distance between the all four lines. In the third experiment, the two curved parallel lines limited spatial interval. Two other equidistant lines could be within the intervals. Revealed here illusions were greater than illusions for the intervals bounded by straight lines. Model of modules gave a good approximation to data of the Oppel-Kund illusion.</jats:p>",9,3,27,40,Illusion; Mathematics; Classical mechanics,,,,,https://psyjournals.ru/files/83840/exppsy_2016_n3_bondarko.pdf https://psyjournals.ru/en/exp/2016/n3/bondarko.shtml,http://dx.doi.org/10.17759/exppsy.2016090303,,10.17759/exppsy.2016090303,2559149554,,0,001-220-769-389-969; 001-701-783-880-946; 005-033-228-330-106; 009-212-657-402-971; 013-930-614-530-288; 022-463-683-301-83X; 024-507-947-830-167; 025-013-384-016-079; 026-946-443-200-476; 030-594-154-141-535; 031-312-696-018-388; 031-521-631-886-53X; 032-731-687-736-671; 033-890-555-736-084; 057-678-506-355-130; 077-749-207-296-91X; 081-062-162-773-420; 090-324-450-508-342; 124-885-210-199-431; 140-437-597-067-281,2,true,cc-by-nc,gold
085-830-641-107-155,Personal Anxiety and Emotion Regulation in the Context of Study of Post-Traumatic Stress,2019-04-19,2019,journal article,Clinical Psychology and Special Education,23040394,Moscow State University of Psychology and Education,,J Bykhovets; null Padun,"<jats:p>The study presents data of the relationship of personal anxiety with signs of posttraumatic stress. To explain the revealed features of the relationship of these variables, the methods of emotion regulation are used as a complex of mental processes that enhance or constrain emotional experiences of traumatic events of high intensity. The study was carried out in two stages: at the first stage, the specificity of the connection between the personal anxiety and the signs of posttraumatic stress symptoms was studied (486 respondents from Moscow, the Chechen Republic and Transbaikalia), at the second stage, the strategies of emotion regulation in persons with different levels of personal anxiety were studied (70 Moscow students were interviewed). Methods: the Mississippi Scale for Assessment of Posttraumatic Reactions (civil version) (MS), the Questionnaire of Diagnostics of Self-Assessment Charles D. Spielberger and Y. L. Hanina, Life Experience Questionnaire(LEQ), Questionnaire of Cognitive Regulation of Emotion N. Garnefski, the Questionnaire of Emotion Regulation J. Gross's. It is shown that personal anxiety has a positive relationship with the severity of posttraumatic stress. However, 9.6% of respondents with high personal anxiety have low rates of posttraumatic stress. Individuals with high personal anxiety tend to use emotion-management strategies such as self-blame, acceptance, rumination, catastrophization, blaming others and individuals with low personal anxiety use cognitive reassessment strategies associated with cognitive efforts to change attitudes toward a problem situation.</jats:p>",8,1,78,89,Psychology; Traumatic stress; Context (language use); Anxiety; Clinical psychology,personal anxiety; posttraumatic stress; regulation of emotions; resource; predictor; traumatic event; suppression of emotional expression,,,,https://psyjournals.ru/psyclin/2019/n1/Bykhovets_Padun.shtml https://psyjournals.ru/files/98463/Bykhovets_Padun.pdf,http://dx.doi.org/10.17759/cpse.2019080105,,10.17759/cpse.2019080105,2937346324,,0,130-736-029-119-239; 169-070-935-713-886,10,true,cc-by-nc,gold
