Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
057-107-964-147-786,Scale for Assessing University Digital Educational Environment (AUDEE Scale),,2021,journal article,Psychological Science and Education,18142052; 23117273,Moscow State University of Psychology and Education,,M.G. Sorokova; M.A. Odintsova; N.P. Radchikova,"<jats:p>The paper presents results of the development of a scale for assessing university digital educational environment (AUDEE Scale; N = 406; 366 (90.1% women; age varies from 19 to 72 years, on average 28.7 ± 9.6 years (median = 24 years)).AUDEE scale provides a comprehensive description of digital educational environment based on the distinguishing of six indicators: satisfaction with the educational process; satisfaction with communicative interaction; stress tension; the need for support; dishonest strategies in knowledge control; and environment accessibility.The results of the confirmatory factor analysis confirm the six subscales model (IFI = 0.87; χ2 / df = 2.6; RMSEA = 0.06 [0.058; 0.066]; SRMR = 0.06).All subscales have acceptable reliability (Cronbach’s alpha = 0.72—0.91, Split-half Guttman alpha = 0.82—0.92) and demonstrate predictable relationships with convergent indicators: experiences during learning (efforts, pleasure, meaning); cognitive motivation, achievement motivation, self-development motivation, introjected and external motivation, amotivation.To standardize the scale, stanines are calculated.</jats:p>",26,2,52,65,Psychology; Data science; Scale (ratio),ФГБОУ ВО «Московский государственный психолого-педагогический университет» (ФГБОУ ВО МГППУ); г . Москва; Российская Федерация digital educational environment of the university; students; assessment scale; reliability; validity,,,Moscow State University of Psychology and Education,https://psyjournals.ru/en/psyedu/2021/n2/Sorokova_Odintsova_et_al.shtml https://psyjournals.ru/files/120609/pse_2021_n2_Sorokova_Odintsova_et_al.pdf,http://dx.doi.org/10.17759/pse.2021260205,,10.17759/pse.2021260205,3164917353,,0,001-015-025-177-805; 005-159-502-661-025; 008-518-485-180-414; 013-728-895-444-538; 018-019-600-135-165; 018-232-954-878-532; 023-050-074-220-840; 028-992-528-833-811; 037-892-679-354-998; 038-714-190-773-948; 039-741-981-694-437; 043-857-770-594-742; 047-215-663-596-241; 048-341-980-590-71X; 054-102-009-706-891; 059-120-723-937-313; 059-476-886-722-488; 068-183-931-989-614; 069-548-650-260-961; 076-187-579-840-340; 088-262-665-274-325; 097-382-044-940-279; 099-336-125-120-876; 099-873-732-825-388; 106-554-036-416-592; 111-836-974-076-252; 116-953-447-460-185; 134-066-813-110-305; 137-496-516-813-150; 143-525-364-581-14X; 157-856-651-878-311; 186-909-305-559-068,11,true,cc-by-nc,gold
060-127-160-346-858,Alexithymia Characteristics and Subjective Evaluation of Interpersonal Relations in Cancer Patients,,2016,journal article,Clinical Psychology and Special Education,23040394,Moscow State University of Psychology and Education,,T P Avdulova; M Ter-Ovanesov; O P Yagudina,"<jats:p>Results of empirical research of an index of satisfaction with life, an alexithymia and value judgment of the interpersonal relations are described and analyzed. Results at two groups are compared: oncological patients and somatic healthy sample. Interrelations between vital satisfaction, manifestations of an alexithymia and value judgment of the interpersonal relations are considered. An empirical research was carried out involving a sample group of 41 persons aged from 25 till 80 years old. There were 24 respondents in group of oncological patients and 17 people in group somatic healthy respondents. Significantly lower index of vital satisfaction is found in group of oncological patients, significantly higher level of an alexithymia and significantly higher level of intensity of the interpersonal relations.</jats:p>",5,3,24,39,Cancer; Psychology; Alexithymia; Clinical psychology; Interpersonal relationship,Авдулова Т.П.; Тер-Ованесов М.Д.; Ягудина О.П. Особенности алекситимии и субъективной оценки межличностных отношений у онкологических больных satisfaction with life; alexithymia; value judgment of the interpersonal relations; emotional intelligence; oncology patients,,,,https://psyjournals.ru/files/83436/Avdulova_et_al.pdf https://psyjournals.ru/en/psyclin/2016/n3/Avdulova_et_al.shtml,http://dx.doi.org/10.17759/cpse.2016050302,,10.17759/cpse.2016050302,2542375565,,0,001-985-381-259-636; 098-517-136-528-603,1,true,cc-by-nc,gold
062-875-379-542-649,Philosophy of Hermann Cohen,,2021,journal article,Kantian journal,23103701; 02076918,Immanuel Kant Baltic Federal University,,Nina A. Dmitrieva,"Предисловие Публикуемый текст русского неокантианца Александра Ливериевича Саккетти (13[25]. 08.1881, Санкт-Петербург -15.02.1966,  Москва)  был обнаружен в Отделе рукописей Российской национальной (ранее -публичной) библиотеки Санкт-Петербурга в фонде Э. Л. Радлова и представляет собой авторизованную машинописную копию, датированную 8 июля 1918 г., объемом 30 л. увеличенного формата (35,0 × 22,0) (Саккетти, 1918). А. Л. Саккетти -сын известного в начале ХХ в. музыковеда, профессора Петербургской консерватории Л. А. Саккетти. В 1901 г. А. Л. Саккетти окончил Первую классическую гимназию в Санкт-Петербурге и поступил на юридический факультет Санкт-Петербургского университета, обучение в котором завершил в 1908 г. с дипломом 1-й степени и был оставлен на кафедре государственного права для приготовления к профессорскому званию (см.:  Савенко, 2002, с. 232-233). В студенческие годы Саккетти «принимал участие в занятиях кружка философии права проф. Л. И. Петражицкого, членом которого состоял, а также участвовал в практических занятиях по логике обществоведения академика А. С. Лаппо-Данилевского (теоретическая философия Канта и Гегеля и практическая философия Канта). Кро-",40,2,95,130,,,,,,http://dx.doi.org/10.5922/0207-6918-2021-2-4,http://dx.doi.org/10.5922/0207-6918-2021-2-4,,10.5922/0207-6918-2021-2-4,3181447335,,0,018-396-384-430-277,3,true,cc-by-nc-nd,gold
065-592-293-575-633,Risk of conflict situations when organizing interaction of participants in the educational process in the digital educational environment,,2020,journal article,Journal of Modern Foreign Psychology,23044977,Moscow State University of Psychology and Education,,M.E. Vayndorf-Sysoeva; E.V. Pankina,"<jats:p>The events of recent months related to the pandemic have contributed to a rapid transition to distance learning. Despite the existing research in the field of e-learning, the problem of conflicts that arise among participants in the educational process in the digital educational environment has not been sufficiently studied. The article discusses the main models of interaction between participants in the educational process in the digital educational environment, as well as their features. It is argued that personality characteristics, features of the social situation, the level of ICT competence of a teacher and a student can lead to conflict in the electronic information-educational environment. Communication features and technical features of the electronic information and educational environment itself can also provoke conflicts. Forecasting and taking these features into account when designing e-learning courses and organizing interaction can reduce the risk of conflict situations between participants in the learning process.</jats:p>",9,3,79,86,Psychology; Process (engineering); Applied psychology,electronic information and educational environment; digital educational environment; conflicts; personal characteristics; e-learning course; ICT competence,,,,https://psyjournals.ru/files/116350/jmfp_2019_n3_Vayndorf-Sysoeva_Pankina.pdf https://psyjournals.ru/jmfp/2020/n3/Vayndorf-Sysoeva_Pankina.shtml,http://dx.doi.org/10.17759/jmfp.2020090307,,10.17759/jmfp.2020090307,3094415600,,0,004-135-030-200-198; 010-375-612-768-920; 018-698-792-856-422; 054-246-895-378-29X; 054-301-452-430-297; 057-843-971-591-610; 069-297-137-407-295; 086-755-467-108-169; 091-324-765-600-81X; 105-172-919-787-709; 110-932-343-782-162; 143-083-648-261-265; 156-437-781-378-54X,0,true,cc-by-nc,gold
071-395-528-449-004,A young teacher in the mirror of change,2022-08-07,2022,journal article,Yugra State University Bulletin,20789114; 18169228,Yugra State University,,Lyudmila S. Podymova; Oksana M. Chuprianova,"<jats:p>Increasing requirements for the results of the education system made it necessary for young teachers to search for individual educational routes for professional development. Thus, the subject of the present study is the choice of an individual educational route, and the object of the study is a young teacher.&#x0D;; The purpose of this work is to study the choice of an individual educational route by young teachers.&#x0D;; Materials and methods. The main methods of this study are the deductive method and the method of pedagogical analysis, which allow a fresh look at traditional problems and established views on the choice of professional development by young teachers. Our scientific analysis of the category of an individual educational route is aimed at a comprehensive study of the essence and tasks of choosing an individual way for young teachers to realize their professional potential.&#x0D;; Results. The study showed that the choice of an individual educational route for professional development is influenced by both internal and external factors. In many ways, this choice is determined by the personal characteristics of a young teacher, his interests, directions related to the tasks of his professional development.&#x0D;; Findings. An analysis of the results of experimental work proves the objectivity of the perceived choice by teachers of the components of an individual educational route. The choice of components is largely due to systemic changes in the professional and pedagogical activities of teachers.</jats:p>",18,2,183,189,Objectivity (philosophy); Professional development; Object (grammar); Mathematics education; Psychology; Subject (documents); Work (physics); Pedagogy; Computer science; Engineering; Mechanical engineering; Philosophy; Epistemology; Artificial intelligence; Library science,pedagogical activity; young teacher; individual educational route; systemic changes,,,,https://journals.eco-vector.com/byusu/article/download/109654/83921 https://doi.org/10.18822/byusu202202183-189,http://dx.doi.org/10.18822/byusu202202183-189,,10.18822/byusu202202183-189,,,0,,0,true,,gold
075-314-069-313-914,STUDY OF THE RELATIONSHIP BETWEEN ACADEMIC PERFORMANCE AND SELF-CONTROL ABILITY IN PRIMARY SCHOOLCHILDREN,,2021,journal article,Bulletin of the Moscow State Regional University (Psychology),23107235,Federal State University of Education,,Dmitry Yu. Bulaev; Tatiana N. Sakharova,"Аннотация Цель исследования заключалась в изучении взаимосвязи школьной успеваемости со способностью к самоконтролю у младших школьников. Процедура и методы. Первым этапом стало определение среднего балла успеваемости школьников. Вторым этапом -изучение самоконтроля младших школьников с помощью методики «Продолжи узор» Т. А. Буяновой в модификации Г. Ф. Кумариной. Далее нами была осуществлена статистическая обработка -был проведён корреляционный анализ связи уровня самоконтроля школьников с их школьной успеваемостью. Результаты. Значимая положительная связь была найдена между уровнем самоконтроля младших школьников и школьной успеваемостью. Чем выше уровень выраженности самоконтроля, тем выше успеваемость учащегося. Теоретическая и/или практическая значимость. На основании полученных данных могут быть разработаны рекомендации по повышению самоконтроля младших школьников, а значит, и уровня их успеваемости. Ключевые слова: самоконтроль, субъективный контроль, когнитивное развитие, школьная успеваемость, младшие школьники",,3,76,85,Developmental psychology; Psychology; Primary (chemistry); Self-control,self-control; subjective control; self-control ability; cognitive development; school performance; primary schoolchildren,,,,http://dx.doi.org/10.18384/2310-7235-2021-3-76-85,http://dx.doi.org/10.18384/2310-7235-2021-3-76-85,,10.18384/2310-7235-2021-3-76-85,3206104717,,0,017-439-563-219-830; 029-252-188-326-217; 031-014-739-113-823; 048-739-649-311-880; 055-364-135-529-845; 069-060-110-318-625; 084-021-581-158-623; 088-232-936-534-698; 107-062-410-080-810; 178-445-466-137-904,0,true,cc-by,gold
077-661-821-723-348,Teaching Chinese students Russian anthroponyms (nationally oriented approach),,2020,journal article,Pedagogy and Psychology of Education,2500297x,Federal State Budgetary Educational Institution of Higher Education Moscow Pedagogical State University,,Yulia B. Martynenko,"<jats:p>When teaching Russian as a foreign language, anthroponyms act both as an object of study and as material for teaching Russian as a foreign language. The article points out the difficulties that Chinese students most often encounter in studying the Russian anthroponymic system, and ways to overcome them. The greatest difficulty in mastering Russian anthroponyms is associated with the three-component structure of Russian anthroponyms – distinguishing the name, patronymic and last name and using them in speech, so the teacher of Russian as a foreign language is faced with the task of introducing students to Russian anthroponymic formulas of speech etiquette. When teaching Chinese students Russian anthroponyms, it is effective to use a cognitive-regional geographic approach, which will improve the level of language skills and the general cultural level of students.</jats:p>",,"1, 2020",94,105,,,,,,http://dx.doi.org/10.31862/2500-297x-2020-1-94-105,http://dx.doi.org/10.31862/2500-297x-2020-1-94-105,,10.31862/2500-297x-2020-1-94-105,3028181747,,0,,1,true,,gold
078-037-721-408-399,A Review of the Monograph “Home as a Living Environment of a Person: a Psychological Study”,,2017,journal article,Clinical Psychology and Special Education,23040394,Moscow State University of Psychology and Education,,I V Vachkov,"<jats:p>The reviewed book is a fundamental work of a group of scientists led by a well-known expert in the field of environment psychology, Professor S.K. Nartova – Bochaver. The monograph presents results of a systematic and multifaceted study of a completely new scientific field – the psychology of the home, as the main human life environment that determines one's individuality, social interaction and life success and which is the most powerful ecological and social resource. Prerequisites for the selection of the new subject of study, stages of developing of the completely new category apparatus and also methodology of home – person relations are outlined. The main content of the book is a description of the research results of the formation of various home concepts, subjective models of a friendly home in adolescence, home resources for positive functioning in adolescence and youth, affection and estrangement to home in one’s life perspective. Present book is addressed to a wide range of readers and will be useful to specialists of different profiles: psychologists, psychotherapists, teachers, architects, designers.</jats:p>",6,1,157,162,Psychology; Living environment; Gerontology,monograph; home environment; psychological study,,,,https://psyjournals.ru/files/85547/Vachkov.pdf https://core.ac.uk/display/88227852 http://psyjournals.ru/psyclin/2017/n1/Vachkov_full.shtml https://doaj.org/article/21ba3bf3afe84ad28de0fc91667ce7fc https://psyjournals.ru/psyclin/2017/n1/Vachkov_full.shtml,http://dx.doi.org/10.17759/cpse.2017060110,,10.17759/cpse.2017060110,2606261847,,0,,0,true,cc-by-nc,gold
079-660-956-316-537,Features of Written Language in Virtual Communication of Deaf Teenagers,,2019,journal article,Clinical Psychology and Special Education,23040394,Moscow State University of Psychology and Education,,E A Savchenko; Khokhlova A. Yu.,"<jats:p>The article is devoted to the analysis of written language of adolescents and young people with hearing impairment in the virtual space. The study involved 28 people, aged 16 to 20 years, 14 of them were with hearing impairments. 3 people at the age of 16 years old, 9 people are 17 years old, 4 people are 18 years old. The first part of the study was conducted as online questionnaires, which was aimed to clarify preferred virtual spaces for communication, the attitude to the written communication, also creative tasks for evaluation of written language developed by O.V. Vilenskaya was included. The second part consisted of analysis of the contents of the social network profile of the participants. The results have shown that the written language of deaf adolescents and young people in social networks reflected the general features of their verbal communication and social relations (in general, they use less detailed written statements than hearing peers do, less actually initiated written language, less flexible writing, less partners for communication in social networks, the prevalence of consistency errors). Nevertheless, it is significant that they appreciate the importance of writing and try to monitor its accuracy. Virtual communication in the life of young people with hearing impairments plays the same role as in the life of hearing peers and they successfully master this side of modern reality.</jats:p>",8,2,124,139,Written language; Virtual communication; Computer science; Linguistics,writing; deaf and hearing impaired adolescents; hearing impairments; virtual communication; social networks,,,,https://psyjournals.ru/psyclin/2019/n2/Savchenko_Hohlova.shtml https://paperity.org/p/216168199/features-of-written-language-in-virtual-communication-of-deaf-teenagers https://psyjournals.ru/files/107544/Savchenko_et_al.pdf,http://dx.doi.org/10.17759/cpse.2019080207,,10.17759/cpse.2019080207,2953530012,,0,,0,true,cc-by-nc,gold
082-679-793-122-719,“Outdoor” Technology as Innovative Experience in Training Specialists in Social Work,,2019,journal article,Psychology and Law,22225196,Moscow State University of Psychology and Education,,A A Galushkin; D G Korovyakovsky; M N Zaostrovtseva; N B Skripnikova; L A Solomina,"<jats:p>The game is a key element of a child’s life, and outdoor activity enables development of creativity, imagination, social network and behavior. Daily outdoor activity increases children's concentration level and enhance cognitive abilities. The “outdoor” technology itself is not new, but for its successful implementation and application as a tool of socialization certain skills and abilities are required from a social worker. The purpose of the article is to reveal the key aspects of the “outdoor” technology and assess the possibility of its use in the current education conditions. The article presents the scientific, methodological and organizational basis of the professional training of specialists in social work using the ""outdoor"" technology. The article presents the foreign experience of training specialists in working with children and youth using the “outdoor” technology and analyzes the practical application of training for Russian social specialists.</jats:p>",9,3,45,56,Psychology; Social work; Training (civil); Medical education,"педагогика; социальная работа; открытые пространства; воспитание; «out door»-пространства education; social work; open spaces; ""outdoor"" environment",,,,https://psyjournals.ru/files/109336/psyandlaw_2019_3_Galushkin_Korovyakovskyi_Zaostrovceva_et_al.pdf https://psyjournals.ru/psyandlaw/2019/n3/109336.shtml https://doaj.org/article/7110495955e04624a6261dffff887dce,http://dx.doi.org/10.17759/psylaw.2019090304,,10.17759/psylaw.2019090304,2977283618,,0,005-550-431-647-518; 012-446-486-253-78X; 019-960-834-060-113; 020-005-203-407-360; 025-517-341-859-18X; 032-693-891-640-330; 036-231-209-402-022; 040-636-843-604-22X; 043-411-626-317-883; 053-094-428-970-79X; 053-121-280-141-629; 057-329-891-877-49X; 065-888-749-875-355; 072-910-521-996-160; 086-420-326-457-678; 109-757-109-256-155; 114-978-630-130-051; 131-823-682-224-690; 145-158-426-133-109; 169-511-642-440-926,0,true,cc-by-nc,gold
092-948-677-059-949,Formalization of the semantic structure of the text in the conditions of digital communication,,2021,journal article,World of Science. Pedagogy and psychology,23094265,Publishing Company World of Science LLC,,Olga Baranova,"<jats:p>The questions of the principles of teaching, the choice of effective methods and techniques of textual activity, as well as a deep understanding of the nature of communication do not lose their relevance and determine the content of the study of variable and mandatory academic disciplines. It is obvious that continuity between the stages of education, integration horizontally and vertically (in sync with the current transformations and the diachrony of historical experience), are necessary for effective learning. In this regard, the purpose of this article is to analyze the ways of representing text material, modern means of structuring information. Special attention is paid to the methods of taking notes of the read and listened text and methods of explaining new material using graphs and grammatical constructions, which are effective in the conditions of digital communication.; The hypothesis of the study: organized communication in synchronous, asynchronous, including voice format will be more effective if you use secondary texts (summaries) and visual aids (graphs) to identify the semantic framework of the text and understand the content of the primary source.; The article proposed by the author reflects the works of N. I. Zhinkin, I. A. Zimnaya, A. A. Leontiev, A. I. Novikov, V. P. Pavlova, I. V. Usacheva. As a result of the research, the author defines the principles of teaching information processing of the text. It is proved that semantic reading and listening of the educational text using the methods of text formalization contribute to the development of language skills (phonetic, lexical, grammatical), general academic listening and reading skills (analytical, periphrastic, prognostic and compensatory). The research conducted within the framework of this article allows us to conclude that the interdisciplinary orientation of text analysis is largely due to the transition of the educational process to digital forms of communication.</jats:p>",9,4,,,Artificial intelligence; Structure (mathematical logic); Natural language processing; Computer science,,,,,http://dx.doi.org/10.15862/22pdmn421,http://dx.doi.org/10.15862/22pdmn421,,10.15862/22pdmn421,3199278601,,0,,0,true,cc-by,gold
094-251-195-544-880,Satisfaction with Educational Environment of Subjects of Pedagogical Process as an Indicator of Threats to the Children's Psychological Health,,2018,journal article,Clinical Psychology and Special Education,23040394,Moscow State University of Psychology and Education,,I V Vachkov; S.N. Vachkova,"<jats:p>The article presents the results of the study of satisfaction with the psycho-didactic component of the educational environment as an indicator of threats to the psychological health of schoolchildren in three groups: parents, teachers and heads of educational organizations. The total number of respondents in the sample was 16,808 people. Satisfaction with the educational environment in the following characteristics was studied: satisfaction with 1) the content of education, 2) the conditions of training, 3) the techniques of training and education used in educational organizations. A pairwise comparison of the results obtained in three groups of respondents revealed statistically significant differences in all characteristics. At the same time, parents showed the highest degree of satisfaction with the psycho-didactic component of the educational environment, which may be due to their insufficient involvement to the educational process and incomplete awareness of the real situation in the schools. Teachers and school heads are less satisfied with the psycho-didactic component of the educational environment and therefore see more risks and threats to the psychological health of children.</jats:p>",7,2,41,52,Psychology; Psychological health; Process (engineering); Applied psychology,satisfaction with educational environment; psychological health; subjects of pedagogical process; teachers; parents; heads of educational organizations,,,,https://psyjournals.ru/files/93572/Vachkov.pdf https://psyjournals.ru/psyclin/2018/n2/Vachkov.shtml,http://dx.doi.org/10.17759/cpse.2018070203,,10.17759/cpse.2018070203,2812594636,,0,062-991-209-809-011,0,true,cc-by-nc,gold
099-432-463-616-495,Development of assessment criteria for profiling the personality of candidates for vacant positions based on an analysis of their activity in social networks,,2019,journal article,Social Psychology and Society,22211527; 23117052,Moscow State University of Psychology and Education,,V A Ilyin; E A Mikhailova,"<jats:p>The article is devoted to quite relevant issues today, which are discussed at different levels of research in the field of management psychology, namely, the development of psychological profiling algorithms based on the analysis of activity in social networks, in order to solve organizational problems, in particular in order to solve problems HR sectors such as recruiting. The article, in a rather lapidary, but at the same time, sufficient form to represent a wide audience, shows that the relevance of this problem is due not only to objective prerequisites (development of digital technologies, insufficient, in modern conditions, the effectiveness of traditional methods of personnel assessment, etc. n.), but also by direct request of business representatives and top managers of large companies. The program of socio-psychological research is fully presented, which allows to identify and verify diagnostic criteria for creating a profile of labor motivation for candidates for vacant posts and employees of the organization, based on the analysis of accounts in social networks. Criteria and results of their preliminary verification are described.</jats:p>",10,4,175,189,Profiling (information science); Psychology; Personality; Data science,motivation; social networks; account; recruitment; staff assessment,,,,https://psyjournals.ru/files/111214/sps_2019_n4_Ilyin_Mikhailova.pdf https://psyjournals.ru/en/social_psy/2019/n4/Ilyin_Mikhailova.shtml,http://dx.doi.org/10.17759/sps.2019100412,,10.17759/sps.2019100412,2996874938,,0,024-404-885-338-887; 109-168-282-736-27X,0,true,cc-by-nc,gold
100-400-765-733-483,Musical-Psychological Anthropology as an Interdisciplinary Field of Scientific Knowledge,,2019,journal article,Musical Art and Education,23091428,Federal State Budgetary Educational Institution of Higher Education Moscow Pedagogical State University,,Alla V. Toropova,"<jats:p>The article presents the conceptual positions of the interdisciplinary field of knowledge “Musical-Psychological Anthropology” as a scientific field that allows comprehending the history of musical art and ethno-cultural variations of musical traditions, historical and modern musical styles as a representation of the experience of developing consciousness and expressing the key experiences of humanity that form the mentality, psychological needs and values of a particular social or ethnic group. The development of the methodology of Music and Psychological Anthropology makes it possible to study such phenomena as: psychological identity of a certain culture or subculture, psychological roots of musical preferences and inclinations, musical style as the presentation of a “modal personality” of a certain social group or subculture, etc. The article contains a description of the procedure and the main results of the study of value orientations of lovers of different musical styles from the perspective of musical and psychological anthropology. The data obtained made it possible to make a generalization that the differentiation of society according to the types of musical preferences manifests deeper psychological complexes of life positions and anthropological images of virtual communities of people with different ideas about the main values of life and the meaning of life. Pedagogical feasibility of developing a university course Music-Psychological Anthropology is due to the search for a new productive synthesis of knowledge, which gives impetus for the development of the professional-personal reflection of future teachers-musicians, the conscious attitude to “their” and “other” as version of life and cultural practices, tolerance to uncertainty and to the dissimilarity of generational self-presentations with a common denominator – the value of the statement of life itself.</jats:p>",7,2,24,40,Epistemology; Interdisciplinarity; Sociology; Psychological anthropology; Sociology of scientific knowledge; Musical,musical and psychological anthropology; musical-language consciousness; artifacts and archetypes of musical-language consciousness; modal personality; precedent musical phenomena and preferences; the psychology of music education,,,,http://dx.doi.org/10.31862/2309-1428-2019-7-2-24-40,http://dx.doi.org/10.31862/2309-1428-2019-7-2-24-40,,10.31862/2309-1428-2019-7-2-24-40,2995245629,,0,030-811-203-683-09X; 068-665-940-102-626; 109-604-275-516-12X,5,true,cc-by,gold
104-204-195-807-985,Special Aspects of Sensual Images During Imago Therapy Process,,2017,journal article,Clinical Psychology and Special Education,23040394,Moscow State University of Psychology and Education,,I V Vachkov; null Sukhoruchenkov,"<jats:p>The article presents the results of the study performed on 27 adults who have completed five imago therapeutic sessions. The subjects were split in two groups: problem-solving group and problem-analysis group. The peculiarities of sensory images that arise during the sessions by Glezer grounded theory method were studied. It turned out that the subject sensual tissue of the psychosemiological tetrahedron (the term of F. Vasiljuk) of the imago therapeutic image is represented mainly by sensory imaginary events and less frequently by sensual objects and recalled events. The pole and sensory tissue of meaning are least expressed in the imago therapeutic image. The pole and sensory tissue of personal meaning are significantly expressed by the imago therapeutic image. Not only elements relating to the imagination are woven into the imago therapeutic image but also elements reflecting the process of imaginative psychotherapy as a whole, a separate session, the process of imagination. These elements are closely related to the elements of imaginary and remembered events, their feelings and comprehension.</jats:p>",6,4,125,147,Aesthetics; Imago; Psychology; Process (engineering),чувственный образ; имаготерапия; имаготерапевтический сеанс; метод обоснованной теории; воображение; переживание; психосемиотический тетраэдр sensual image; imago therapy; imago therapeutic session; method of the grounded theory; imagination; experience; psychosemiotic tetrahedron,,,,https://psyjournals.ru/psyclin/2017/n4/Vachkov_Suhkoruchenkov.shtml https://psyjournals.ru/files/88974/Vachkov.pdf,http://dx.doi.org/10.17759/cpse.2017060409,,10.17759/cpse.2017060409,2777542861,,0,013-954-554-644-22X; 017-665-581-358-40X; 023-880-838-150-479; 066-898-035-124-264; 166-699-188-612-975,0,true,cc-by-nc,gold
105-629-514-230-002,Working conditions at a regional university in assessments of faculty,,2020,journal article,World of Science. Pedagogy and psychology,23094265,Publishing Company World of Science LLC,,Mikhail V. Boguslavsky; Natalya Ladyzhets; Egor V. Neborsky; Olga Sannikova,"<jats:p>The article presents the results of an empirical study, the purpose of which was to determine the assessment of the working conditions at the regional university by the professor-staff. The study was carried out as part of the project “Transitive University in the face of global, national and regional challenges” at the Udmurt State University in September – October 2019. The sample consisted of 204 full-time professors (28 % of the total – 717 people). The results are divided into the following groups: assessment of various aspects of working conditions; assessment of the activities of university services; the most important problems of the faculty. Professors tend to highly appreciate those working conditions that are associated with their own contribution to the educational process: the moral and psychological climate in the team and observance of labor discipline. The lowest ratings were received: the opportunity to participate in field conferences, the effectiveness of the effective contract, the ability to provide benefits for the professors-staff, which, in turn, indicates an insufficient level of satisfaction with the incentives for professors. The main claims of the faculty to university services are reduced to excessive bureaucratization of management and educational processes. The most frequently mentioned requirements for the administration of the university regarding the improvement of working conditions are improving the efficiency of workflow, creating an electronic educational and managerial environment of the university. Among other problems that concern professors, there is a low interest of students in studying and the need to take exams and tests several times. Further clarification and separate studies require two issues identified as potentially problematic – this is the diagnosis of professional burnout of teachers and the provision of conditions to minimize its risks and consequences, as well as the difficulty in developing mechanisms to increase the effectiveness of interaction between professors and foreign students, overcoming language and cultural barriers.</jats:p>",8,2,,,,,,,,http://dx.doi.org/10.15862/51pdmn220,http://dx.doi.org/10.15862/51pdmn220,,10.15862/51pdmn220,3038454467,,0,,0,true,cc-by,gold
109-533-639-093-215,Understanding of a Metaphor as a Way of External Representation of the Meanings of Individual’s Value Orientations,,2021,journal article,Psychological Science and Education,18142052; 23117273,Moscow State University of Psychology and Education,,E.A. Sorokoumova; D.S. Fadeev; S.L. Kiyashchenko,"<jats:p>The work is aimed at studying the use of metaphor as a psychological tool for rep- resenting the understanding of subjective personal meanings of value orientation. The materials of two empirical studies are obtained through a sample of part-time students of the Department of Labor Psychology and Psychological Counseling of the Moscow Pedagogical State University (N=50), 40% males and 60% fe- males, aged 19 to 32 years, the average age is 25 years, the average deviation in the sample is 3.2. Study 1 included measurements of indicators of personal value orientations. We used the techniques by O. I. Motkov and T.A. Ogneva “Value orientations of the individual (Version 2)”. Study 2 included individual conversations with participants during which they were asked to write metaphors for each of the previously ranked internal and external personal values. The results of the study suggest that there is a strong positive relationship between the individual’s emotional attitude to the metaphor of personal values and his/her assessment of the significance of value orientations. The data summarized in the study and the recommendations provided on their basis can be successfully applied in the educational process, as well as when dealing with value orientations of the individual in psychological counseling and psychotherapy. The materials of the study can also be used in the training/advanced training of psychologists and educators.</jats:p>",26,4,104,114,Epistemology; Psychology; Value (mathematics); Metaphor; External representation,value orientations; understanding of metaphors; external representation; interpretation of personal meanings,,,,https://psyjournals.ru/en/psyedu/2021/n4/Sorokoumova_Fadeev_et_al.shtml https://psyjournals.ru/files/122691/pse_2021_n4_Sorokoumova_Fadeev_et_al.pdf,http://dx.doi.org/10.17759/pse.2021260409,,10.17759/pse.2021260409,3196500514,,0,022-229-028-400-684; 075-257-885-356-893; 081-158-098-433-013,1,true,cc-by-nc,gold
